"X" "pokedex_number" "name" "german_name" "japanese_name" "generation" "status" "species" "type_number" "type_1" "height_m" "weight_kg" "abilities_number" "ability_1" "total_points" "hp" "attack" "defense" "sp_attack" "sp_defense" "speed" "catch_rate" "growth_rate" "egg_type_number" "egg_type_1" "egg_cycles" "against_normal" "against_fire" "against_water" "against_electric" "against_grass" "against_ice" "against_fight" "against_poison" "against_ground" "against_flying" "against_psychic" "against_bug" "against_rock" "against_ghost" "against_dragon" "against_dark" "against_steel" "against_fairy" "nb" "nb1"
"696" 811 696 "Tyrunt" "Balgoras" "<U+30C1><U+30B4><U+30E9><U+30B9> (Chigoras)" 6 "Normal" "Royal Heir Pokémon" 2 "Rock" 0.8 26 2 "Strong Jaw" 362 58 89 77 45 45 48 45 "Medium Fast" 2 "Dragon" 30 0.5 0.25 1 0.5 1 2 2 0.5 2 0.5 1 1 1 1 2 1 2 2 1 0
"697" 812 697 "Tyrantrum" "Monargoras" "<U+30AC><U+30C1><U+30B4><U+30E9><U+30B9> (Gachigoras)" 6 "Normal" "Despot Pokémon" 2 "Rock" 2.5 270 2 "Strong Jaw" 521 82 121 119 69 59 71 45 "Medium Fast" 2 "Dragon" 30 0.5 0.25 1 0.5 1 2 2 0.5 2 0.5 1 1 1 1 2 1 2 2 1 0
"698" 813 698 "Amaura" "Amarino" "<U+30A2><U+30DE><U+30EB><U+30B9> (Amarus)" 6 "Normal" "Tundra Pokémon" 2 "Rock" 1.3 25.2 2 "Refrigerate" 362 77 59 50 67 63 46 45 "Medium Fast" 1 "Monster" 30 0.5 1 2 1 2 0.5 4 0.5 2 0.5 1 1 2 1 1 1 4 1 2 0
"699" 814 699 "Aurorus" "Amagarga" "<U+30A2><U+30DE><U+30EB><U+30EB><U+30AC> (Amaruruga)" 6 "Normal" "Tundra Pokémon" 2 "Rock" 2.7 225 2 "Refrigerate" 521 123 77 72 99 92 58 45 "Medium Fast" 1 "Monster" 30 0.5 1 2 1 2 0.5 4 0.5 2 0.5 1 1 2 1 1 1 4 1 2 0
"700" 815 700 "Sylveon" "Feelinara" "<U+30CB><U+30F3><U+30D5><U+30A3><U+30A2> (Nymphia)" 6 "Normal" "Intertwining Pokémon" 1 "Fairy" 1 23.5 2 "Cute Charm" 525 95 65 65 110 130 60 45 "Medium Fast" 1 "Field" 35 1 1 1 1 1 1 0.5 2 1 1 1 0.5 1 1 0 0.5 2 1 3 0
"701" 816 701 "Hawlucha" "Resladero" "<U+30EB><U+30C1><U+30E3><U+30D6><U+30EB> (Luchabull)" 6 "Normal" "Wrestling Pokémon" 2 "Fighting" 0.8 21.5 3 "Limber" 500 78 92 75 74 63 118 100 "Medium Fast" 2 "Flying" 20 1 1 1 2 0.5 2 0.5 1 0 2 2 0.25 1 1 1 0.5 1 2 0 0
"702" 817 702 "Dedenne" "Dedenne" "<U+30C7><U+30C7><U+30F3><U+30CD> (Dedenne)" 6 "Normal" "Antenna Pokémon" 2 "Electric" 0.2 2.2 3 "Cheek Pouch" 431 67 58 57 81 67 101 180 "Medium Fast" 2 "Fairy" 20 1 1 1 0.5 1 1 0.5 2 2 0.5 1 0.5 1 1 0 0.5 1 1 0 0
"703" 818 703 "Carbink" "Rocara" "<U+30E1><U+30EC><U+30B7><U+30FC> (Melecie)" 6 "Normal" "Jewel Pokémon" 2 "Rock" 0.3 5.7 2 "Clear Body" 500 50 50 150 50 150 50 60 "Slow" 2 "Fairy" 25 0.5 0.5 2 1 2 1 1 1 2 0.5 1 0.5 1 1 0 0.5 4 1 2 0
"704" 819 704 "Goomy" "Viscora" "<U+30CC><U+30E1><U+30E9> (Numera)" 6 "Normal" "Soft Tissue Pokémon" 1 "Dragon" 0.3 2.8 3 "Sap Sipper" 300 45 50 35 55 75 40 45 "Slow" 1 "Dragon" 40 1 0.5 0.5 0.5 0 2 1 1 1 1 1 1 1 1 2 1 1 2 2 0
"705" 820 705 "Sliggoo" "Viscargot" "<U+30CC><U+30E1><U+30A4><U+30EB> (Numeil)" 6 "Normal" "Soft Tissue Pokémon" 1 "Dragon" 0.8 17.5 3 "Sap Sipper" 452 68 75 53 83 113 60 45 "Slow" 1 "Dragon" 40 1 0.5 0.5 0.5 0 2 1 1 1 1 1 1 1 1 2 1 1 2 2 0
"706" 821 706 "Goodra" "Viscogon" "<U+30CC><U+30E1><U+30EB><U+30B4><U+30F3> (Numelgon)" 6 "Normal" "Dragon Pokémon" 1 "Dragon" 2 150.5 3 "Sap Sipper" 600 90 100 70 110 150 80 45 "Slow" 1 "Dragon" 40 1 0.5 0.5 0.5 0 2 1 1 1 1 1 1 1 1 2 1 1 2 2 0
"707" 822 707 "Klefki" "Clavion" "<U+30AF><U+30EC><U+30C3><U+30D5><U+30A3> (Cleffy)" 6 "Normal" "Key Ring Pokémon" 2 "Steel" 0.2 3 2 "Prankster" 470 57 80 91 80 87 75 75 "Fast" 1 "Mineral" 20 0.5 2 1 1 0.5 0.5 1 0 2 0.5 0.5 0.25 0.5 1 0 0.5 1 0.5 2 0
"708" 823 708 "Phantump" "Paragoni" "<U+30DC><U+30AF><U+30EC><U+30FC> (Bokurei)" 6 "Normal" "Stump Pokémon" 2 "Ghost" 0.4 7 3 "Natural Cure" 309 43 70 48 50 60 38 120 "Medium Fast" 2 "Amorphous" 20 0 2 0.5 0.5 0.5 2 0 1 0.5 2 1 1 1 2 1 2 1 1 0 0
"709" 824 709 "Trevenant" "Trombork" "<U+30AA><U+30FC><U+30ED><U+30C3><U+30C8> (Ohrot)" 6 "Normal" "Elder Tree Pokémon" 2 "Ghost" 1.5 71 3 "Natural Cure" 474 85 110 76 65 82 56 60 "Medium Fast" 2 "Amorphous" 20 0 2 0.5 0.5 0.5 2 0 1 0.5 2 1 1 1 2 1 2 1 1 0 0
"710" 825 710 "Pumpkaboo Average Size" "Irrbis" "<U+30D0><U+30B1><U+30C3><U+30C1><U+30E3> (Bakeccha)" 6 "Normal" "Pumpkin Pokémon" 2 "Ghost" 0.4 5 3 "Pickup" 335 49 66 70 44 55 51 120 "Medium Fast" 1 "Amorphous" 20 0 2 0.5 0.5 0.5 2 0 1 0.5 2 1 1 1 2 1 2 1 1 1 0
"711" 829 711 "Gourgeist Average Size" "Pumpdjinn" "<U+30D1><U+30F3><U+30D7><U+30B8><U+30F3> (Pumpjin)" 6 "Normal" "Pumpkin Pokémon" 2 "Ghost" 0.9 12.5 3 "Pickup" 494 65 90 122 58 75 84 60 "Medium Fast" 1 "Amorphous" 20 0 2 0.5 0.5 0.5 2 0 1 0.5 2 1 1 1 2 1 2 1 1 1 0
"712" 833 712 "Bergmite" "Arktip" "<U+30AB><U+30C1><U+30B3><U+30FC><U+30EB> (Kachikohru)" 6 "Normal" "Ice Chunk Pokémon" 1 "Ice" 1 99.5 3 "Own Tempo" 304 55 69 85 32 35 28 190 "Medium Fast" 2 "Mineral" 20 1 2 1 1 1 0.5 2 1 1 1 1 1 2 1 1 1 2 1 1 0
"713" 834 713 "Avalugg" "Arktilas" "<U+30AF><U+30EC><U+30D9><U+30FC><U+30B9> (Crebase)" 6 "Normal" "Iceberg Pokémon" 1 "Ice" 2 505 3 "Own Tempo" 514 95 117 184 44 46 28 55 "Medium Fast" 2 "Mineral" 20 1 2 1 1 1 0.5 2 1 1 1 1 1 2 1 1 1 2 1 1 0
"714" 835 714 "Noibat" "eF-eM" "<U+30AA><U+30F3><U+30D0><U+30C3><U+30C8> (Onbat)" 6 "Normal" "Sound Wave Pokémon" 2 "Flying" 0.5 8 3 "Frisk" 245 40 30 35 45 40 55 190 "Medium Fast" 2 "Dragon" 20 1 0.5 0.5 1 0.25 4 0.5 1 0 1 1 0.5 2 1 2 1 1 2 0 0
"715" 836 715 "Noivern" "UHaFnir" "<U+30AA><U+30F3><U+30D0><U+30FC><U+30F3> (Onvern)" 6 "Normal" "Sound Wave Pokémon" 2 "Flying" 1.5 85 3 "Frisk" 535 85 70 80 97 80 123 45 "Medium Fast" 2 "Dragon" 20 1 0.5 0.5 1 0.25 4 0.5 1 0 1 1 0.5 2 1 2 1 1 2 0 0
"716" 837 716 "Xerneas" "Xerneas" "<U+30BC><U+30EB><U+30CD><U+30A2><U+30B9> (Xerneas)" 6 "Legendary" "Life Pokémon" 1 "Fairy" 3 215 1 "Fairy Aura" 680 126 131 95 131 98 99 45 "Slow" 1 "Undiscovered" 120 1 1 1 1 1 1 0.5 2 1 1 1 0.5 1 1 0 0.5 2 1 5 0
"717" 838 717 "Yveltal" "Yveltal" "<U+30A4><U+30D9><U+30EB><U+30BF><U+30EB> (Yveltal)" 6 "Legendary" "Destruction Pokémon" 2 "Dark" 5.8 203 1 "Dark Aura" 680 126 131 95 131 98 99 45 "Slow" 1 "Undiscovered" 120 1 1 1 2 0.5 2 1 1 0 1 0 1 2 0.5 1 0.5 1 2 4 0
"718" 839 718 "Zygarde 50% Forme" "Zygarde" "<U+30B8><U+30AC><U+30EB><U+30C7> (Zygarde)" 6 "Legendary" "Order Pokémon" 2 "Dragon" 5 305 2 "Aura Break" 600 108 100 121 81 95 95 3 "Slow" 1 "Undiscovered" 120 1 0.5 1 0 1 4 1 0.5 1 1 1 1 0.5 1 2 1 1 2 3 0
"719" 842 719 "Diancie" "Diancie" "<U+30C7><U+30A3><U+30A2><U+30F3><U+30B7><U+30FC> (Diancie)" 6 "Mythical" "Jewel Pokémon" 2 "Rock" 0.7 8.8 1 "Clear Body" 600 50 100 150 100 150 50 3 "Slow" 1 "Undiscovered" 25 0.5 0.5 2 1 2 1 1 1 2 0.5 1 0.5 1 1 0 0.5 4 1 4 0
"720" 844 720 "Hoopa Hoopa Confined" "Hoopa" "<U+30D5><U+30FC><U+30D1> (Hoopa)" 6 "Mythical" "Mischief Pokémon" 2 "Psychic" 0.5 9 1 "Magician" 600 80 110 60 150 130 70 3 "Slow" 1 "Undiscovered" 120 0 1 1 1 1 1 0 0.5 1 1 0.5 1 1 4 1 4 1 1 4 0
"721" 846 721 "Volcanion" "Volcanion" "<U+30DC><U+30EB><U+30B1><U+30CB><U+30AA><U+30F3> (Volcanion)" 6 "Mythical" "Steam Pokémon" 2 "Fire" 1.7 195 1 "Water Absorb" 600 80 110 120 130 90 70 3 "Slow" 1 "Undiscovered" 120 1 0.25 0 2 1 0.25 1 1 2 1 1 0.5 2 1 1 1 0.25 0.5 4 0
"722" 847 722 "Rowlet" "Bauz" "<U+30E2><U+30AF><U+30ED><U+30FC> (Mokuroh)" 7 "Normal" "Grass Quill Pokémon" 2 "Grass" 0.3 1.5 2 "Overgrow" 320 68 55 55 50 50 42 45 "Medium Slow" 1 "Flying" 15 1 2 0.5 1 0.25 4 0.5 2 0 2 1 1 2 1 1 1 1 1 2 0
"723" 848 723 "Dartrix" "Arboretoss" "<U+30D5><U+30AF><U+30B9><U+30ED><U+30FC> (Fukuthrow)" 7 "Normal" "Blade Quill Pokémon" 2 "Grass" 0.7 16 2 "Overgrow" 420 78 75 75 70 70 52 45 "Medium Slow" 1 "Flying" 15 1 2 0.5 1 0.25 4 0.5 2 0 2 1 1 2 1 1 1 1 1 2 0
"724" 849 724 "Decidueye" "Silvarro" "<U+30B8><U+30E5><U+30CA><U+30A4><U+30D1><U+30FC> (Junaiper)" 7 "Normal" "Arrow Quill Pokémon" 2 "Grass" 1.6 36.6 2 "Overgrow" 530 78 107 75 100 100 70 45 "Medium Slow" 1 "Flying" 15 0 2 0.5 0.5 0.5 2 0 1 0.5 2 1 1 1 2 1 2 1 1 2 0
"725" 850 725 "Litten" "Flamiau" "<U+30CB><U+30E3><U+30D3><U+30FC> (Nyabby)" 7 "Normal" "Fire Cat Pokémon" 1 "Fire" 0.4 4.3 2 "Blaze" 320 45 65 40 60 40 70 45 "Medium Slow" 1 "Field" 15 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"726" 851 726 "Torracat" "Miezunder" "<U+30CB><U+30E3><U+30D2><U+30FC><U+30C8> (Nyaheat)" 7 "Normal" "Fire Cat Pokémon" 1 "Fire" 0.7 25 2 "Blaze" 420 65 85 50 80 50 90 45 "Medium Slow" 1 "Field" 15 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"727" 852 727 "Incineroar" "Fuegro" "<U+30AC><U+30AA><U+30AC><U+30A8><U+30F3> (Gaogaen)" 7 "Normal" "Heel Pokémon" 2 "Fire" 1.8 83 2 "Blaze" 530 95 115 90 80 90 60 45 "Medium Slow" 1 "Field" 15 1 0.5 2 1 0.5 0.5 2 1 2 1 0 1 2 0.5 1 0.5 0.5 1 2 0
"728" 853 728 "Popplio" "Robball" "<U+30A2><U+30B7><U+30DE><U+30EA> (Ashimari)" 7 "Normal" "Sea Lion Pokémon" 1 "Water" 0.4 7.5 2 "Torrent" 320 50 54 54 66 56 40 45 "Medium Slow" 2 "Field" 15 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"729" 854 729 "Brionne" "Marikeck" "<U+30AA><U+30B7><U+30E3><U+30DE><U+30EA> (Osyamari)" 7 "Normal" "Pop Star Pokémon" 1 "Water" 0.6 17.5 2 "Torrent" 420 60 69 69 91 81 50 45 "Medium Slow" 2 "Field" 15 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"730" 855 730 "Primarina" "Primarene" "<U+30A2><U+30B7><U+30EC><U+30FC><U+30CC> (Ashirene)" 7 "Normal" "Soloist Pokémon" 2 "Water" 1.8 44 2 "Torrent" 530 80 74 74 126 116 60 45 "Medium Slow" 2 "Field" 15 1 0.5 0.5 2 2 0.5 0.5 2 1 1 1 0.5 1 1 0 0.5 1 1 1 0
"731" 856 731 "Pikipek" "Peppeck" "<U+30C4><U+30C4><U+30B1><U+30E9> (Tsutsukera)" 7 "Normal" "Woodpecker Pokémon" 2 "Normal" 0.3 1.2 3 "Keen Eye" 265 35 75 30 30 30 65 255 "Medium Fast" 1 "Flying" 15 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"732" 857 732 "Trumbeak" "Trompeck" "<U+30B1><U+30E9><U+30E9><U+30C3><U+30D1> (Kerarappa)" 7 "Normal" "Bugle Beak Pokémon" 2 "Normal" 0.6 14.8 3 "Keen Eye" 355 55 85 50 40 50 75 120 "Medium Fast" 1 "Flying" 15 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"733" 858 733 "Toucannon" "Tukanon" "<U+30C9><U+30C7><U+30AB><U+30D0><U+30B7> (Dodekabashi)" 7 "Normal" "Cannon Pokémon" 2 "Normal" 1.1 26 3 "Keen Eye" 485 80 120 75 75 75 60 45 "Medium Fast" 1 "Flying" 15 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"734" 859 734 "Yungoos" "Mangunior" "<U+30E4><U+30F3><U+30B0><U+30FC><U+30B9> (Youngoose)" 7 "Normal" "Loitering Pokémon" 1 "Normal" 0.4 6 3 "Strong Jaw" 253 48 70 30 30 30 45 255 "Medium Fast" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"735" 860 735 "Gumshoos" "Manguspektor" "<U+30C7><U+30AB><U+30B0><U+30FC><U+30B9> (Dekagoose)" 7 "Normal" "Stakeout Pokémon" 1 "Normal" 0.7 14.2 3 "Strong Jaw" 418 88 110 60 55 60 45 127 "Medium Fast" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"736" 861 736 "Grubbin" "Mabula" "<U+30A2><U+30B4><U+30B8><U+30E0><U+30B7> (Agojimushi)" 7 "Normal" "Larva Pokémon" 1 "Bug" 0.4 4.4 1 "Swarm" 300 47 62 45 55 45 46 255 "Medium Fast" 1 "Bug" 15 1 2 1 1 0.5 1 0.5 1 0.5 2 1 1 2 1 1 1 1 1 4 0
"737" 862 737 "Charjabug" "Akkup" "<U+30C7><U+30F3><U+30C2><U+30E0><U+30B7> (Dendimushi)" 7 "Normal" "Battery Pokémon" 2 "Bug" 0.5 10.5 1 "Battery" 400 57 82 95 55 75 36 120 "Medium Fast" 1 "Bug" 15 1 2 1 0.5 0.5 1 0.5 1 1 1 1 1 2 1 1 1 0.5 1 3 0
"738" 863 738 "Vikavolt" "Donarion" "<U+30AF><U+30EF><U+30AC><U+30CE><U+30F3> (Kuwagannon)" 7 "Normal" "Stag Beetle Pokémon" 2 "Bug" 1.5 45 1 "Levitate" 500 77 70 90 145 75 43 45 "Medium Fast" 1 "Bug" 15 1 2 1 0.5 0.5 1 0.5 1 0 1 1 1 2 1 1 1 0.5 1 3 0
"739" 864 739 "Crabrawler" "Krabbox" "<U+30DE><U+30B1><U+30F3><U+30AB><U+30CB> (Makenkani)" 7 "Normal" "Boxing Pokémon" 1 "Fighting" 0.6 7 3 "Hyper Cutter" 338 47 82 57 42 47 63 225 "Medium Fast" 1 "Water 3" 20 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"740" 865 740 "Crabominable" "Krawell" "<U+30B1><U+30B1><U+30F3><U+30AB><U+30CB> (Kekenkani)" 7 "Normal" "Woolly Crab Pokémon" 2 "Fighting" 1.7 180 3 "Hyper Cutter" 478 97 132 77 62 67 43 60 "Medium Fast" 1 "Water 3" 20 1 2 1 1 1 0.5 2 1 1 2 2 0.5 1 1 1 0.5 2 2 1 0
"741" 866 741 "Oricorio Baile Style" "Choreogel" "<U+30AA><U+30C9><U+30EA><U+30C9><U+30EA> (Odoridori)" 7 "Normal" "Dancing Pokémon" 2 "Fire" 0.6 3.4 1 "Dancer" 476 75 70 70 98 70 93 45 "Medium Fast" 1 "Flying" 20 1 0.5 2 2 0.25 1 0.5 1 0 1 1 0.25 4 1 1 1 0.5 0.5 3 0
"742" 870 742 "Cutiefly" "Wommel" "<U+30A2><U+30D6><U+30EA><U+30FC> (Abuly)" 7 "Normal" "Bee Fly Pokémon" 2 "Bug" 0.1 0.2 3 "Honey Gather" 304 40 45 40 55 40 84 190 "Medium Fast" 2 "Bug" 20 1 2 1 1 0.5 1 0.25 2 0.5 2 1 0.5 2 1 0 0.5 2 1 0 0
"743" 871 743 "Ribombee" "Bandelby" "<U+30A2><U+30D6><U+30EA><U+30DC><U+30F3> (Aburibbon)" 7 "Normal" "Bee Fly Pokémon" 2 "Bug" 0.2 0.5 3 "Honey Gather" 464 60 55 60 95 70 124 75 "Medium Fast" 2 "Bug" 20 1 2 1 1 0.5 1 0.25 2 0.5 2 1 0.5 2 1 0 0.5 2 1 0 0
"744" 872 744 "Rockruff" "Wuffels" "<U+30A4><U+30EF><U+30F3><U+30B3> (Iwanko)" 7 "Normal" "Puppy Pokémon" 1 "Rock" 0.5 9.2 3 "Keen Eye" 280 45 65 40 30 40 60 190 "Medium Fast" 1 "Field" 15 0.5 0.5 2 1 2 1 2 0.5 2 0.5 1 1 1 1 1 1 2 1 2 0
"745" 874 745 "Lycanroc Midday Form" "Wolwerock" "<U+30EB><U+30AC><U+30EB><U+30AC><U+30F3> (Lugarugan)" 7 "Normal" "Wolf Pokémon" 1 "Rock" 0.8 25 3 "Keen Eye" 487 75 115 65 55 65 112 90 "Medium Fast" 1 "Field" 15 0.5 0.5 2 1 2 1 2 0.5 2 0.5 1 1 1 1 1 1 2 1 2 0
"746" 877 746 "Wishiwashi Solo Form" "Lusardin" "<U+30E8><U+30EF><U+30B7> (Yowashi)" 7 "Normal" "Small Fry Pokémon" 1 "Water" 0.2 0.3 1 "Schooling" 175 45 20 20 25 25 40 60 "Fast" 1 "Water 2" 15 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 4 0
"747" 879 747 "Mareanie" "Garstella" "<U+30D2><U+30C9><U+30A4><U+30C7> (Hidoide)" 7 "Normal" "Brutal Star Pokémon" 2 "Poison" 0.4 8 3 "Merciless" 305 50 53 62 43 52 45 190 "Medium Fast" 1 "Water 1" 20 1 0.5 0.5 2 1 0.5 0.5 0.5 2 1 2 0.5 1 1 1 1 0.5 0.5 1 0
"748" 880 748 "Toxapex" "Aggrostella" "<U+30C9><U+30D2><U+30C9><U+30A4><U+30C7> (Dohidoide)" 7 "Normal" "Brutal Star Pokémon" 2 "Poison" 0.7 14.5 3 "Merciless" 495 50 63 152 53 142 35 75 "Medium Fast" 1 "Water 1" 20 1 0.5 0.5 2 1 0.5 0.5 0.5 2 1 2 0.5 1 1 1 1 0.5 0.5 1 0
"749" 881 749 "Mudbray" "Pampuli" "<U+30C9><U+30ED><U+30D0><U+30F3><U+30B3> (Dorobanko)" 7 "Normal" "Donkey Pokémon" 1 "Ground" 1 110 3 "Own Tempo" 385 70 100 70 45 55 45 190 "Medium Fast" 1 "Field" 20 1 1 2 0 2 2 1 0.5 1 1 1 1 0.5 1 1 1 1 1 2 0
"750" 882 750 "Mudsdale" "Pampross" "<U+30D0><U+30F3><U+30D0><U+30C9><U+30ED> (Banbadoro)" 7 "Normal" "Draft Horse Pokémon" 1 "Ground" 2.5 920 3 "Own Tempo" 500 100 125 100 55 85 35 60 "Medium Fast" 1 "Field" 20 1 1 2 0 2 2 1 0.5 1 1 1 1 0.5 1 1 1 1 1 2 0
"751" 883 751 "Dewpider" "Araqua" "<U+30B7><U+30BA><U+30AF><U+30E2> (Shizukumo)" 7 "Normal" "Water Bubble Pokémon" 2 "Water" 0.3 4 2 "Water Bubble" 269 38 40 52 40 72 27 200 "Medium Fast" 2 "Bug" 15 1 0.5 0.5 2 1 0.5 0.5 1 0.5 2 1 1 2 1 1 1 0.5 1 1 0
"752" 884 752 "Araquanid" "Aranestro" "<U+30AA><U+30CB><U+30B7><U+30BA><U+30AF><U+30E2> (Onishizukumo)" 7 "Normal" "Water Bubble Pokémon" 2 "Water" 1.8 82 2 "Water Bubble" 454 68 70 92 50 132 42 100 "Medium Fast" 2 "Bug" 15 1 0.5 0.5 2 1 0.5 0.5 1 0.5 2 1 1 2 1 1 1 0.5 1 1 0
"753" 885 753 "Fomantis" "Imantis" "<U+30AB><U+30EA><U+30AD><U+30EA> (Karikiri)" 7 "Normal" "Sickle Grass Pokémon" 1 "Grass" 0.3 1.5 2 "Leaf Guard" 250 40 55 35 50 35 35 190 "Medium Fast" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 3 0
"754" 886 754 "Lurantis" "Mantidea" "<U+30E9><U+30E9><U+30F3><U+30C6><U+30B9> (Lalantes)" 7 "Normal" "Bloom Sickle Pokémon" 1 "Grass" 0.9 18.5 2 "Leaf Guard" 480 70 105 90 80 90 45 75 "Medium Fast" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 3 0
"755" 887 755 "Morelull" "Bubungus" "<U+30CD><U+30DE><U+30B7><U+30E5> (Nemasyu)" 7 "Normal" "Illuminating Pokémon" 2 "Grass" 0.2 1.5 3 "Illuminate" 285 40 35 55 65 75 15 190 "Medium Fast" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 0.5 4 0.5 2 1 1 1 1 0 0.5 2 1 1 0
"756" 888 756 "Shiinotic" "Lamellux" "<U+30DE><U+30B7><U+30A7><U+30FC><U+30C9> (Mashade)" 7 "Normal" "Illuminating Pokémon" 2 "Grass" 1 11.5 3 "Illuminate" 405 60 45 80 90 100 30 75 "Medium Fast" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 0.5 4 0.5 2 1 1 1 1 0 0.5 2 1 1 0
"757" 889 757 "Salandit" "Molunk" "<U+30E4><U+30C8><U+30A6><U+30E2><U+30EA> (Yatoumori)" 7 "Normal" "Toxic Lizard Pokémon" 2 "Poison" 0.6 4.8 2 "Corrosion" 320 48 44 40 71 40 77 120 "Medium Fast" 2 "Dragon" 20 1 0.5 2 1 0.25 0.5 0.5 0.5 4 1 2 0.25 2 1 1 1 0.5 0.25 1 0
"758" 890 758 "Salazzle" "Amfira" "<U+30A8><U+30F3><U+30CB><U+30E5><U+30FC><U+30C8> (Ennewt)" 7 "Normal" "Toxic Lizard Pokémon" 2 "Poison" 1.2 22.2 2 "Corrosion" 480 68 64 60 111 60 117 45 "Medium Fast" 2 "Dragon" 20 1 0.5 2 1 0.25 0.5 0.5 0.5 4 1 2 0.25 2 1 1 1 0.5 0.25 1 0
"759" 891 759 "Stufful" "Velursi" "<U+30CC><U+30A4><U+30B3><U+30B0><U+30DE> (Nuikoguma)" 7 "Normal" "Flailing Pokémon" 2 "Normal" 0.5 6.8 3 "Fluffy" 340 70 75 50 45 50 50 140 "Medium Fast" 1 "Field" 15 1 2 1 1 1 1 2 1 1 2 2 0.5 0.5 0 1 0.5 1 2 1 0
"760" 892 760 "Bewear" "Kosturso" "<U+30AD><U+30C6><U+30EB><U+30B0><U+30DE> (Kiteruguma)" 7 "Normal" "Strong Arm Pokémon" 2 "Normal" 2.1 135 3 "Fluffy" 500 120 125 80 55 60 60 70 "Medium Fast" 1 "Field" 15 1 2 1 1 1 1 2 1 1 2 2 0.5 0.5 0 1 0.5 1 2 1 0
"761" 893 761 "Bounsweet" "Frubberl" "<U+30A2><U+30DE><U+30AB><U+30B8> (Amakaji)" 7 "Normal" "Fruit Pokémon" 1 "Grass" 0.3 3.2 3 "Leaf Guard" 210 42 30 38 30 38 32 235 "Medium Slow" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"762" 894 762 "Steenee" "Frubaila" "<U+30A2><U+30DE><U+30DE><U+30A4><U+30B3> (Amamaiko)" 7 "Normal" "Fruit Pokémon" 1 "Grass" 0.7 8.2 3 "Leaf Guard" 290 52 40 48 40 48 62 120 "Medium Slow" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"763" 895 763 "Tsareena" "Fruyal" "<U+30A2><U+30DE><U+30FC><U+30B8><U+30E7> (Amajo)" 7 "Normal" "Fruit Pokémon" 1 "Grass" 1.2 21.4 3 "Leaf Guard" 510 72 120 98 50 98 72 45 "Medium Slow" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"764" 896 764 "Comfey" "Curelei" "<U+30AD><U+30E5><U+30EF><U+30EF><U+30FC> (Cuwawa)" 7 "Normal" "Posy Picker Pokémon" 1 "Fairy" 0.1 0.3 3 "Flower Veil" 485 51 52 90 82 110 100 60 "Fast" 1 "Grass" 20 1 1 1 1 1 1 0.5 2 1 1 1 0.5 1 1 0 0.5 2 1 2 0
"765" 897 765 "Oranguru" "Kommandutan" "<U+30E4><U+30EC><U+30E6><U+30FC><U+30BF><U+30F3> (Yareyuutan)" 7 "Normal" "Sage Pokémon" 2 "Normal" 1.5 76 3 "Inner Focus" 490 90 60 80 90 110 60 45 "Slow" 1 "Field" 20 1 1 1 1 1 1 1 1 1 1 0.5 2 1 0 1 2 1 1 1 0
"766" 898 766 "Passimian" "Quartermak" "<U+30CA><U+30B2><U+30C4><U+30B1><U+30B5><U+30EB> (Nagetukesaru)" 7 "Normal" "Teamwork Pokémon" 1 "Fighting" 2 82.8 2 "Receiver" 490 100 120 90 40 60 80 45 "Slow" 1 "Field" 20 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 3 0
